,Idade,Sexo,Dependentes,Nivel_educacional,Estado_civil,Renda,limite_do_cartao2
1107,33,F,0,Unknown,Married,Less than $40K,0
1108,38,M,2,Unknown,Married,$80K - $120K,0
1109,39,M,1,Uneducated,Married,$40K - $60K,0
1110,56,M,1,College,Married,$80K - $120K,0
1111,36,M,1,Graduate,Married,Less than $40K,0
1112,57,M,3,High School,Married,$120K +,0
1113,56,F,3,Graduate,Married,Less than $40K,0
1114,56,F,3,Graduate,Married,Less than $40K,0
1115,56,F,3,Graduate,Married,Less than $40K,0
1116,56,F,3,Graduate,Married,Less than $40K,0
1117,26,M,0,College,Single,$40K - $60K,0
1118,26,M,0,College,Single,$40K - $60K,0
1119,53,F,3,Graduate,Married,$40K - $60K,0
1120,26,F,0,Post-Graduate,Single,Less than $40K,0
1121,26,F,0,Post-Graduate,Single,Less than $40K,0
1122,51,F,1,College,Divorced,Less than $40K,0
1123,40,F,3,Graduate,Married,Unknown,0
1124,34,M,2,Graduate,Single,Less than $40K,0
1125,61,M,1,Graduate,Married,$40K - $60K,0
1126,38,M,1,Graduate,Married,$80K - $120K,0
1127,63,F,2,Graduate,Married,$40K - $60K,0
1128,42,F,4,Post-Graduate,Single,Less than $40K,0
1129,37,M,2,Unknown,Single,$40K - $60K,0
1130,37,M,2,Unknown,Single,$40K - $60K,0
1131,57,M,0,Graduate,Married,$80K - $120K,0
1132,64,M,1,Unknown,Married,Less than $40K,0
1133,53,M,1,Graduate,Single,$80K - $120K,0
1134,35,F,3,Graduate,Married,Less than $40K,0
1135,35,F,3,Graduate,Married,Less than $40K,0
1136,26,F,1,High School,Single,Less than $40K,0
1137,26,F,1,High School,Single,Less than $40K,0
1138,37,F,3,Graduate,Single,Unknown,0
1139,57,M,2,Graduate,Single,Less than $40K,0
1140,38,F,0,Unknown,Married,Less than $40K,0
1141,36,M,3,Uneducated,Married,$40K - $60K,0
1142,36,M,3,Uneducated,Married,$40K - $60K,0
1143,28,M,1,High School,Single,Less than $40K,0
1144,28,M,1,High School,Single,Less than $40K,0
1145,26,F,0,Uneducated,Single,Less than $40K,0
1146,26,F,0,Uneducated,Single,Less than $40K,0
1147,28,M,0,Graduate,Single,Less than $40K,0
1148,30,F,1,Uneducated,Married,Unknown,0
1149,31,F,0,Uneducated,Married,Less than $40K,0
1150,57,M,3,Post-Graduate,Married,$60K - $80K,0
1151,43,M,4,High School,Married,$40K - $60K,0
1152,43,M,4,High School,Married,$40K - $60K,0
1153,39,F,2,High School,Single,$40K - $60K,0
1154,39,F,2,High School,Single,$40K - $60K,0
1155,52,F,2,Uneducated,Married,$40K - $60K,0
1156,30,F,0,Unknown,Married,Less than $40K,0
1157,59,M,0,Unknown,Married,Less than $40K,0
1158,33,F,2,Uneducated,Married,Less than $40K,0
1159,52,F,2,High School,Married,Unknown,0
1160,52,F,2,High School,Married,Unknown,0
1161,26,F,1,College,Single,Unknown,0
1162,52,M,4,High School,Married,$60K - $80K,0
1163,35,M,2,Uneducated,Married,$120K +,0
1164,58,F,0,Graduate,Married,Less than $40K,0
1165,34,F,3,Unknown,Married,$40K - $60K,0
1166,53,M,3,Uneducated,Married,$40K - $60K,0
1167,37,M,1,Graduate,Single,$40K - $60K,0
1168,29,F,0,Uneducated,Divorced,Less than $40K,0
1169,54,M,1,College,Married,$60K - $80K,0
1170,54,M,1,College,Married,$60K - $80K,0
1171,45,F,1,Uneducated,Single,Less than $40K,0
1172,33,F,3,Uneducated,Married,Less than $40K,0
1173,55,M,4,High School,Single,$60K - $80K,0
1174,34,F,2,Graduate,Single,Less than $40K,0
1175,34,F,2,Graduate,Single,Less than $40K,0
1176,34,F,2,Graduate,Single,Less than $40K,0
1177,63,M,0,Graduate,Married,$60K - $80K,0
1178,60,M,1,High School,Married,Less than $40K,0
1179,53,F,2,Uneducated,Married,Less than $40K,0
1180,53,F,2,Uneducated,Married,Less than $40K,0
1181,35,M,3,High School,Married,$60K - $80K,0
1182,58,M,2,Graduate,Married,Less than $40K,0
1183,33,F,1,Post-Graduate,Married,Unknown,0
1184,28,M,0,Post-Graduate,Married,$40K - $60K,0
1185,37,M,3,Uneducated,Married,$80K - $120K,0
1186,37,M,3,Uneducated,Married,$80K - $120K,0
1187,39,M,3,Graduate,Married,$40K - $60K,0
1188,39,M,3,Graduate,Married,$40K - $60K,0
1189,37,M,3,Graduate,Married,$60K - $80K,0
1190,39,M,4,Graduate,Married,Less than $40K,0
1191,33,F,2,Uneducated,Unknown,Less than $40K,0
1192,37,F,2,High School,Single,Less than $40K,0
1193,37,F,2,High School,Single,Less than $40K,0
1194,37,F,2,High School,Single,Less than $40K,0
1195,39,M,3,College,Single,$40K - $60K,0
1196,34,M,2,Unknown,Married,$60K - $80K,0
1197,65,M,0,Graduate,Single,Less than $40K,0
1198,65,M,0,Graduate,Single,Less than $40K,0
1199,43,M,3,Graduate,Unknown,$60K - $80K,0
1200,58,F,1,Graduate,Married,Less than $40K,0
1201,53,M,1,Graduate,Married,$80K - $120K,0
1202,53,M,1,Graduate,Married,$80K - $120K,0
1203,53,M,1,Graduate,Married,$80K - $120K,0
1204,38,M,3,Post-Graduate,Married,$60K - $80K,0
1205,31,M,1,Unknown,Single,$40K - $60K,0
1206,31,M,1,Unknown,Single,$40K - $60K,0
1207,38,M,3,Unknown,Married,$60K - $80K,0
1208,39,M,2,High School,Single,$60K - $80K,0
1209,51,F,1,High School,Single,Less than $40K,0
1210,51,F,1,High School,Single,Less than $40K,0
1211,51,F,1,High School,Single,Less than $40K,0
1212,51,F,1,High School,Single,Less than $40K,0
1213,33,F,3,High School,Divorced,Less than $40K,0
1214,59,F,0,High School,Married,Less than $40K,0
1215,59,F,0,Post-Graduate,Married,Less than $40K,0
1216,34,F,3,Post-Graduate,Single,Unknown,0
1217,45,M,4,College,Single,$120K +,0
1218,57,F,4,Unknown,Married,Less than $40K,0
1219,34,M,5,Graduate,Married,$60K - $80K,0
1220,36,F,0,Uneducated,Divorced,$40K - $60K,0
1221,29,M,1,Post-Graduate,Married,Less than $40K,0
1222,55,M,0,High School,Married,$80K - $120K,0
1223,63,F,1,Graduate,Married,Less than $40K,0
1224,49,F,3,Unknown,Divorced,Less than $40K,0
1225,38,M,3,Uneducated,Married,$60K - $80K,0
1226,38,M,3,Uneducated,Married,$60K - $80K,0
1227,35,F,1,Graduate,Married,$40K - $60K,0
1228,26,M,1,High School,Single,$40K - $60K,0
1229,39,M,2,Unknown,Married,$60K - $80K,0
1230,39,M,2,Unknown,Married,$60K - $80K,0
1231,56,M,3,Uneducated,Married,$60K - $80K,0
1232,29,M,0,Unknown,Divorced,$80K - $120K,0
1233,28,M,0,High School,Single,Less than $40K,0
1234,28,M,0,High School,Single,Less than $40K,0
1235,65,F,0,Post-Graduate,Married,Less than $40K,0
1236,26,F,1,College,Single,Less than $40K,0
1237,33,M,3,Graduate,Married,$80K - $120K,0
1238,38,M,2,College,Married,$40K - $60K,0
1239,26,F,0,High School,Single,Unknown,0
1240,26,M,0,High School,Single,Less than $40K,0
1241,26,M,0,High School,Single,Less than $40K,0
1242,33,M,2,College,Married,$80K - $120K,0
1243,55,M,2,Graduate,Married,$60K - $80K,0
1244,40,M,3,Uneducated,Single,$80K - $120K,0
1245,40,M,3,Uneducated,Single,$80K - $120K,0
1246,32,M,1,High School,Single,Less than $40K,0
1247,49,F,4,Uneducated,Married,Less than $40K,0
1248,49,F,4,Uneducated,Married,Less than $40K,0
1249,49,F,4,Uneducated,Married,Less than $40K,0
1250,55,F,2,College,Married,Less than $40K,0
1251,55,F,2,College,Married,Less than $40K,0
1252,36,M,2,Graduate,Married,$60K - $80K,0
1253,36,M,2,Graduate,Married,$60K - $80K,0
1254,36,M,2,Graduate,Married,$60K - $80K,0
1255,54,M,1,High School,Married,$80K - $120K,0
1256,30,F,0,Graduate,Married,Less than $40K,0
1257,30,F,0,Graduate,Married,Less than $40K,0
1258,30,F,0,Graduate,Married,Less than $40K,0
1259,46,M,3,Graduate,Married,$40K - $60K,0
1260,46,M,3,Graduate,Married,$40K - $60K,0
1261,42,M,1,High School,Married,$40K - $60K,0
1262,55,M,0,Graduate,Married,$40K - $60K,0
1263,61,M,2,High School,Single,$60K - $80K,0
1264,35,F,1,Graduate,Single,Less than $40K,0
1265,35,F,1,Graduate,Single,Less than $40K,0
1266,46,M,2,Uneducated,Unknown,$60K - $80K,0
1267,46,M,2,Uneducated,Unknown,$60K - $80K,0
1268,26,M,1,College,Divorced,$40K - $60K,0
1269,54,F,3,High School,Married,Less than $40K,0
1270,54,F,3,High School,Married,Less than $40K,0
1271,54,F,3,High School,Married,Less than $40K,0
1272,54,F,3,High School,Married,Less than $40K,0
1273,54,F,3,High School,Married,Less than $40K,0
1274,56,F,5,Graduate,Married,Less than $40K,0
1275,33,F,1,Graduate,Married,Less than $40K,0
1276,33,F,1,Graduate,Married,Less than $40K,0
1277,33,F,1,Graduate,Married,Less than $40K,0
1278,64,M,0,Graduate,Married,Less than $40K,0
1279,59,F,0,Uneducated,Married,Less than $40K,0
1280,38,M,2,Unknown,Married,$40K - $60K,0
1281,29,M,2,Graduate,Divorced,Less than $40K,0
1282,43,F,3,Doctorate,Married,Unknown,0
1283,32,M,1,High School,Married,Less than $40K,0
1284,58,M,0,High School,Unknown,$40K - $60K,0
1285,26,F,0,Uneducated,Single,$40K - $60K,0
1286,32,F,0,High School,Married,$40K - $60K,0
1287,26,M,1,Unknown,Single,Less than $40K,0
1288,26,M,1,Unknown,Single,Less than $40K,0
1289,35,M,2,Unknown,Married,$80K - $120K,0
1290,34,F,2,Doctorate,Single,Less than $40K,0
1291,34,F,2,Doctorate,Single,Less than $40K,0
1292,31,M,2,College,Married,Less than $40K,0
1293,54,F,1,College,Married,Less than $40K,0
1294,54,F,1,High School,Single,Less than $40K,0
1295,54,F,1,High School,Single,Less than $40K,0
1296,54,F,1,High School,Single,Less than $40K,0
1297,33,M,1,Uneducated,Single,$60K - $80K,0
1298,30,F,2,Uneducated,Married,Less than $40K,0
1299,56,M,4,Unknown,Married,$80K - $120K,0
1300,34,M,3,College,Married,$60K - $80K,0
1301,39,M,3,College,Divorced,$40K - $60K,0
1302,31,M,0,Graduate,Divorced,Less than $40K,0
1303,47,F,5,Graduate,Single,Less than $40K,0
1304,47,F,5,Graduate,Single,Less than $40K,0
1305,37,M,3,College,Married,$60K - $80K,0
1306,37,M,3,Graduate,Married,$40K - $60K,0
1307,37,M,3,Graduate,Married,$40K - $60K,0
1308,58,M,1,Graduate,Married,$80K - $120K,0
1309,54,M,3,Graduate,Married,$80K - $120K,0
1310,45,F,3,Uneducated,Single,Less than $40K,0
1311,45,F,3,Uneducated,Single,Less than $40K,0
1312,34,F,1,College,Married,Less than $40K,0
1313,34,F,1,College,Married,Less than $40K,0
1314,38,M,2,Uneducated,Married,Less than $40K,0
1315,47,F,2,Graduate,Single,Less than $40K,0
1316,47,F,2,Graduate,Single,Less than $40K,0
1317,54,M,3,High School,Married,$60K - $80K,0
1318,33,F,3,College,Single,Less than $40K,0
1319,31,M,1,Uneducated,Married,$40K - $60K,0
1320,43,M,3,Graduate,Single,$120K +,0
1321,43,M,3,Graduate,Single,$120K +,0
1322,62,F,1,Uneducated,Married,Less than $40K,0
1323,30,M,2,College,Divorced,$40K - $60K,0
1324,39,M,2,Uneducated,Married,$60K - $80K,0
1325,28,F,0,Graduate,Divorced,Less than $40K,0
1326,48,F,4,Graduate,Married,Less than $40K,0
1327,48,F,4,Graduate,Married,Less than $40K,0
1328,48,F,4,Graduate,Married,Less than $40K,0
1329,48,F,4,Graduate,Married,Less than $40K,0
1330,48,F,4,Graduate,Married,Less than $40K,0
1331,36,M,3,Unknown,Married,$60K - $80K,0
1332,37,M,2,High School,Married,$60K - $80K,0
1333,53,F,1,Graduate,Married,Less than $40K,0
1334,27,F,1,High School,Single,Less than $40K,0
1335,32,F,0,High School,Married,Less than $40K,0
1336,54,F,2,High School,Married,Less than $40K,0
1337,54,F,2,High School,Married,Less than $40K,0
1338,45,M,3,Graduate,Divorced,$60K - $80K,0
1339,54,F,2,Uneducated,Married,$40K - $60K,0
1340,37,M,2,High School,Divorced,$120K +,0
1341,27,M,0,Uneducated,Married,$40K - $60K,0
1342,55,F,4,Graduate,Single,Less than $40K,0
1343,55,F,4,Graduate,Single,Less than $40K,0
1344,26,M,0,Unknown,Single,Unknown,0
1345,38,M,1,High School,Married,$60K - $80K,0
1346,54,F,2,Post-Graduate,Married,Less than $40K,0
1347,54,F,2,Post-Graduate,Married,Less than $40K,0
1348,33,M,2,High School,Single,$60K - $80K,0
1349,44,F,1,Doctorate,Divorced,Less than $40K,0
1350,57,F,3,Unknown,Married,$40K - $60K,0
1351,63,F,0,Uneducated,Single,$40K - $60K,0
1352,37,F,3,High School,Single,Less than $40K,0
1353,37,F,3,High School,Single,Less than $40K,0
1354,37,F,3,High School,Single,Less than $40K,0
1355,37,F,3,High School,Single,Less than $40K,0
1356,55,M,1,Graduate,Married,$60K - $80K,0
1357,45,F,2,Graduate,Divorced,Less than $40K,0
1358,45,F,2,Graduate,Divorced,Less than $40K,0
1359,53,M,4,Graduate,Married,$80K - $120K,0
1360,60,F,0,Uneducated,Married,Less than $40K,0
1361,60,F,0,Uneducated,Married,Less than $40K,0
1362,56,F,4,Uneducated,Married,Less than $40K,0
1363,29,F,0,Post-Graduate,Divorced,Less than $40K,0
1364,38,M,2,High School,Married,$120K +,0
1365,65,M,1,Unknown,Single,Less than $40K,0
1366,62,F,1,Graduate,Married,Less than $40K,0
1367,62,F,1,Graduate,Married,Less than $40K,0
1368,51,F,1,College,Married,$40K - $60K,0
1369,39,M,2,Uneducated,Married,Less than $40K,0
1370,59,M,2,High School,Married,$40K - $60K,0
1371,56,M,3,Unknown,Married,$40K - $60K,0
1372,31,M,1,Graduate,Married,$40K - $60K,0
1373,37,M,0,High School,Divorced,$40K - $60K,0
1374,36,M,2,High School,Single,$40K - $60K,0
1375,59,M,2,High School,Married,Less than $40K,0
1376,33,M,1,Graduate,Married,$120K +,0
1377,59,M,0,High School,Married,$80K - $120K,0
1378,56,M,2,High School,Married,$40K - $60K,0
1379,31,M,0,Graduate,Divorced,$60K - $80K,0
1380,26,M,1,College,Single,$40K - $60K,0
1381,29,M,1,Graduate,Married,Less than $40K,0
1382,35,M,2,Uneducated,Unknown,$120K +,0
1383,56,F,4,High School,Married,Less than $40K,0
1384,36,M,4,Graduate,Divorced,$120K +,0
1385,37,M,3,Unknown,Married,$60K - $80K,0
1386,35,F,2,High School,Married,Less than $40K,0
1387,35,F,2,High School,Married,Less than $40K,0
1388,35,F,2,High School,Married,Less than $40K,0
1389,35,F,2,High School,Married,Less than $40K,0
1390,39,F,2,Graduate,Married,$40K - $60K,0
1391,39,F,2,Graduate,Married,$40K - $60K,0
1392,39,F,2,Graduate,Married,$40K - $60K,0
1393,65,M,0,High School,Married,Less than $40K,0
1394,65,M,0,High School,Married,Less than $40K,0
1395,58,M,0,High School,Married,$80K - $120K,0
1396,39,M,1,Uneducated,Married,Less than $40K,0
1397,51,F,1,College,Single,Less than $40K,0
1398,34,F,3,Graduate,Married,Less than $40K,0
1399,39,M,3,Unknown,Single,$80K - $120K,0
1400,37,M,1,Uneducated,Single,$80K - $120K,0
1401,33,M,1,Post-Graduate,Married,$80K - $120K,0
1402,46,M,4,Doctorate,Married,$120K +,0
1403,54,F,2,Doctorate,Married,Less than $40K,0
1404,54,F,2,Doctorate,Married,Less than $40K,0
1405,54,F,2,Doctorate,Married,Less than $40K,0
1406,53,M,1,Graduate,Unknown,$60K - $80K,0
1407,36,F,5,Graduate,Married,Less than $40K,0
1408,48,M,3,College,Married,Less than $40K,0
1409,31,M,1,College,Married,$80K - $120K,0
1410,35,F,4,Unknown,Married,Less than $40K,0
1411,52,F,0,Doctorate,Single,Less than $40K,0
1412,40,F,3,High School,Married,Less than $40K,0
1413,36,M,1,Graduate,Single,Less than $40K,0
1414,37,F,2,Uneducated,Single,Less than $40K,0
1415,37,F,2,Uneducated,Single,Less than $40K,0
1416,64,F,0,Unknown,Married,Unknown,0
1417,52,F,2,Uneducated,Married,Unknown,0
1418,37,F,5,High School,Single,$40K - $60K,0
1419,28,M,1,Unknown,Single,$40K - $60K,0
1420,41,M,4,Uneducated,Single,$40K - $60K,0
1421,29,M,0,College,Divorced,Unknown,0
1422,62,F,0,College,Married,$40K - $60K,0
1423,42,M,4,College,Unknown,$60K - $80K,0
1424,42,M,4,College,Unknown,$60K - $80K,0
1425,34,F,1,High School,Married,Less than $40K,0
1426,37,M,1,Graduate,Single,Unknown,0
1427,27,M,0,Graduate,Single,$40K - $60K,0
1428,37,F,1,High School,Unknown,Less than $40K,0
1429,34,F,1,Doctorate,Married,Unknown,0
1430,34,M,0,Graduate,Married,$40K - $60K,0
1431,35,F,1,Uneducated,Married,Less than $40K,0
1432,35,F,1,Uneducated,Married,Less than $40K,0
1433,35,F,1,Uneducated,Married,Less than $40K,0
1434,60,F,0,Doctorate,Married,Less than $40K,0
1435,56,M,2,Graduate,Married,$60K - $80K,0
1436,45,F,4,Uneducated,Married,$40K - $60K,0
1437,56,M,1,Graduate,Married,$120K +,0
1438,34,M,3,High School,Married,$80K - $120K,0
1439,39,F,2,Uneducated,Married,Less than $40K,0
1440,39,F,2,Uneducated,Married,Less than $40K,0
1441,44,F,3,Graduate,Single,Less than $40K,0
1442,62,M,1,Graduate,Married,Unknown,0
1443,32,M,1,Uneducated,Married,Less than $40K,0
1444,55,M,3,College,Married,$60K - $80K,0
1445,26,F,1,Unknown,Single,Less than $40K,0
1446,35,F,0,Graduate,Single,Less than $40K,0
1447,61,F,0,High School,Married,Less than $40K,0
1448,61,F,0,High School,Married,Less than $40K,0
1449,61,F,0,High School,Married,Less than $40K,0
1450,41,M,3,Post-Graduate,Married,$60K - $80K,0
1451,57,F,4,High School,Married,Less than $40K,0
1452,41,F,2,High School,Married,$40K - $60K,0
1453,41,F,2,High School,Married,$40K - $60K,0
1454,55,F,0,Uneducated,Married,Less than $40K,0
1455,55,F,0,Uneducated,Married,Less than $40K,0
1456,52,F,2,Graduate,Married,Less than $40K,0
1457,52,F,2,Graduate,Married,Less than $40K,0
1458,52,F,2,Graduate,Married,Less than $40K,0
1459,52,F,2,Graduate,Married,Less than $40K,0
1460,52,F,2,Graduate,Married,Less than $40K,0
1461,40,F,3,High School,Unknown,Less than $40K,0
1462,29,M,0,Graduate,Married,Less than $40K,0
1463,61,M,0,Post-Graduate,Married,Less than $40K,0
1464,46,M,3,Graduate,Married,$60K - $80K,0
1465,46,M,3,Graduate,Married,$60K - $80K,0
1466,31,F,0,High School,Married,Less than $40K,0
1467,31,F,0,High School,Married,Less than $40K,0
1468,50,F,3,High School,Single,Less than $40K,0
1469,50,F,3,High School,Single,Less than $40K,0
1470,50,F,3,High School,Single,Less than $40K,0
1471,50,F,3,High School,Single,Less than $40K,0
1472,57,F,3,Unknown,Single,Unknown,0
1473,63,F,1,Unknown,Married,$40K - $60K,0
1474,39,M,2,College,Married,$60K - $80K,0
1475,39,M,2,College,Married,$60K - $80K,0
1476,39,F,4,Unknown,Married,Less than $40K,0
1477,59,M,0,Unknown,Married,$60K - $80K,0
1478,38,F,4,Graduate,Married,$40K - $60K,0
1479,38,F,4,Graduate,Married,$40K - $60K,0
1480,41,M,2,College,Single,$80K - $120K,0
1481,28,M,0,Post-Graduate,Married,Unknown,0
1482,35,F,2,Graduate,Married,Less than $40K,0
1483,35,F,2,Graduate,Married,Less than $40K,0
1484,35,F,2,Graduate,Married,Less than $40K,0
1485,31,M,0,Uneducated,Divorced,$40K - $60K,0
1486,50,F,3,College,Single,Less than $40K,0
1487,63,F,1,High School,Married,Less than $40K,0
1488,30,F,0,Post-Graduate,Single,Less than $40K,0
1489,53,F,2,Graduate,Married,Less than $40K,0
1490,53,F,2,Graduate,Married,Less than $40K,0
1491,53,F,2,Graduate,Married,Less than $40K,0
1492,53,F,2,Graduate,Married,Less than $40K,0
1493,37,M,1,Graduate,Single,$60K - $80K,0
1494,37,M,1,Graduate,Married,$40K - $60K,0
1495,35,M,1,High School,Married,$60K - $80K,0
1496,49,F,2,High School,Unknown,$40K - $60K,0
1497,58,M,1,Unknown,Married,$60K - $80K,0
1498,58,F,2,Unknown,Married,Less than $40K,0
1499,47,F,3,Doctorate,Married,Less than $40K,0
1500,41,M,2,Graduate,Married,Less than $40K,0
1501,53,F,1,Doctorate,Single,Less than $40K,0
1502,35,F,3,High School,Married,Less than $40K,0
1503,46,M,3,College,Single,$80K - $120K,0
1504,37,M,1,High School,Single,$40K - $60K,0
1505,26,F,0,Unknown,Single,$40K - $60K,0
1506,48,F,3,Graduate,Single,Less than $40K,0
1507,48,F,3,Graduate,Single,Less than $40K,0
1508,48,F,3,Graduate,Single,Less than $40K,0
1509,48,F,3,Graduate,Single,Less than $40K,0
1510,48,F,3,Graduate,Single,Less than $40K,0
1511,62,F,0,Doctorate,Married,$40K - $60K,0
1512,40,F,2,Graduate,Single,Less than $40K,0
1513,40,F,2,Graduate,Single,Less than $40K,0
1514,40,F,2,Graduate,Single,Less than $40K,0
1515,58,M,1,High School,Married,$40K - $60K,0
1516,47,M,2,Graduate,Unknown,$60K - $80K,0
1517,50,M,2,Unknown,Divorced,$60K - $80K,0
1518,53,M,1,Graduate,Married,$120K +,0
1519,43,F,3,College,Married,$40K - $60K,0
1520,52,F,1,Uneducated,Married,$40K - $60K,0
1521,53,M,2,College,Married,$40K - $60K,0
1522,53,M,2,College,Married,$40K - $60K,0
1523,55,F,0,Graduate,Single,$40K - $60K,0
1524,36,M,2,College,Married,$40K - $60K,0
1525,35,F,2,Graduate,Single,Unknown,0
1526,35,F,2,Graduate,Single,Unknown,0
1527,37,M,3,Uneducated,Single,$40K - $60K,0
1528,37,M,3,Uneducated,Single,$40K - $60K,0
1529,36,F,2,Uneducated,Single,$40K - $60K,0
1530,34,F,3,College,Divorced,Less than $40K,0
1531,61,F,0,Post-Graduate,Married,Less than $40K,0
1532,62,M,0,Graduate,Married,$40K - $60K,0
1533,58,F,3,Graduate,Married,Less than $40K,0
1534,55,M,1,High School,Married,$80K - $120K,0
1535,55,F,3,Uneducated,Divorced,Less than $40K,0
1536,34,F,2,Unknown,Single,Less than $40K,0
1537,30,M,2,Post-Graduate,Single,$40K - $60K,0
1538,54,F,2,Graduate,Married,$40K - $60K,0
1539,54,F,2,Graduate,Married,$40K - $60K,0
1540,53,M,3,High School,Married,$120K +,0
1541,39,F,3,Graduate,Married,Unknown,0
1542,39,F,3,Graduate,Married,Unknown,0
1543,55,M,3,Graduate,Married,$80K - $120K,0
1544,50,M,2,Uneducated,Single,Less than $40K,0
1545,54,M,3,High School,Married,$40K - $60K,0
1546,41,M,4,Graduate,Unknown,$60K - $80K,0
1547,54,F,2,Graduate,Married,Unknown,0
1548,54,F,2,Graduate,Married,Unknown,0
1549,54,F,2,Graduate,Married,Unknown,0
1550,64,M,0,High School,Married,Less than $40K,0
1551,35,F,2,Doctorate,Married,$40K - $60K,0
1552,35,F,2,Doctorate,Married,$40K - $60K,0
1553,35,F,3,Unknown,Single,Less than $40K,0
1554,35,M,0,Doctorate,Single,$60K - $80K,0
1555,59,M,1,Graduate,Married,$40K - $60K,0
1556,59,M,1,Graduate,Married,$40K - $60K,0
1557,47,M,1,Unknown,Unknown,$80K - $120K,0
1558,48,F,3,High School,Single,$40K - $60K,0
1559,48,F,3,High School,Single,$40K - $60K,0
1560,48,F,3,High School,Single,$40K - $60K,0
1561,37,M,2,Graduate,Divorced,$40K - $60K,0
1562,60,M,2,High School,Married,Unknown,0
1563,56,M,2,High School,Married,$60K - $80K,0
1564,56,M,2,High School,Married,$60K - $80K,0
1565,37,M,2,Uneducated,Divorced,$80K - $120K,0
1566,52,M,0,Unknown,Married,$60K - $80K,0
1567,34,M,1,Unknown,Married,$60K - $80K,0
1568,53,M,4,High School,Married,$120K +,0
1569,58,F,3,Unknown,Single,$40K - $60K,0
1570,60,F,0,Graduate,Married,Less than $40K,0
1571,60,F,0,Graduate,Married,Less than $40K,0
1572,60,F,0,Graduate,Married,Less than $40K,0
1573,54,M,1,High School,Married,$120K +,0
1574,35,F,3,Uneducated,Single,Less than $40K,0
1575,35,F,3,Uneducated,Single,Less than $40K,0
1576,36,F,0,Uneducated,Divorced,Less than $40K,0
1577,42,M,3,Graduate,Single,$60K - $80K,0
1578,42,M,3,Graduate,Single,$60K - $80K,0
1579,27,F,2,College,Divorced,Less than $40K,0
1580,59,M,1,Uneducated,Married,$40K - $60K,0
1581,63,F,2,Graduate,Married,Less than $40K,0
1582,56,F,0,High School,Married,Unknown,0
1583,29,F,1,High School,Single,Less than $40K,0
1584,29,F,1,High School,Single,Less than $40K,0
1585,35,M,2,Graduate,Married,$80K - $120K,0
1586,27,M,0,Unknown,Married,$40K - $60K,0
1587,48,F,5,College,Divorced,$40K - $60K,0
1588,57,M,2,High School,Single,$60K - $80K,0
1589,48,F,2,Uneducated,Unknown,Less than $40K,0
1590,59,M,0,Uneducated,Married,Less than $40K,0
1591,53,F,2,Post-Graduate,Married,$40K - $60K,0
1592,33,F,1,Post-Graduate,Married,Less than $40K,0
1593,54,F,1,Graduate,Single,Less than $40K,0
1594,54,F,1,Graduate,Single,Less than $40K,0
1595,54,F,1,Graduate,Single,Less than $40K,0
1596,46,M,1,Graduate,Unknown,$40K - $60K,0
1597,62,F,0,Unknown,Married,Less than $40K,0
1598,30,F,1,College,Single,Less than $40K,0
1599,30,F,1,College,Single,Less than $40K,0
1600,50,M,1,Uneducated,Married,$40K - $60K,0
1601,50,M,1,Uneducated,Married,$40K - $60K,0
1602,34,M,2,Unknown,Married,$40K - $60K,0
1603,35,M,0,Unknown,Married,$120K +,0
1604,54,M,3,Uneducated,Married,Less than $40K,0
1605,27,F,1,Post-Graduate,Single,Less than $40K,0
1606,58,F,1,College,Married,Less than $40K,0
1607,58,F,1,College,Married,Less than $40K,0
1608,48,F,3,High School,Single,Less than $40K,0
1609,48,F,3,High School,Single,Less than $40K,0
1610,48,F,3,High School,Single,Less than $40K,0
1611,48,F,3,High School,Single,Less than $40K,0
1612,35,F,4,Uneducated,Married,Less than $40K,0
1613,40,F,4,College,Married,$40K - $60K,0
1614,57,F,1,High School,Married,Less than $40K,0
1615,57,F,1,High School,Married,Less than $40K,0
1616,49,M,3,High School,Married,$80K - $120K,0
1617,40,M,4,High School,Single,$40K - $60K,0
1618,36,M,2,Graduate,Single,$80K - $120K,0
1619,44,F,3,College,Divorced,$40K - $60K,0
1620,42,F,3,High School,Married,Less than $40K,0
1621,42,F,3,High School,Married,Less than $40K,0
1622,32,M,2,High School,Divorced,$60K - $80K,0
1623,32,F,1,Graduate,Single,Less than $40K,0
1624,32,F,1,Graduate,Single,Less than $40K,0
1625,52,F,4,Unknown,Married,Less than $40K,0
1626,52,F,4,Unknown,Married,Less than $40K,0
1627,33,F,3,Post-Graduate,Married,$40K - $60K,0
1628,36,F,4,High School,Married,Less than $40K,0
1629,56,F,2,High School,Married,$40K - $60K,0
1630,28,M,1,High School,Divorced,Less than $40K,0
1631,31,F,2,Uneducated,Divorced,Less than $40K,0
1632,55,M,3,Graduate,Single,$40K - $60K,0
1633,54,M,1,Graduate,Married,$40K - $60K,0
1634,54,M,1,Graduate,Married,$40K - $60K,0
1635,50,F,3,Unknown,Single,Less than $40K,0
1636,50,F,3,Unknown,Single,Less than $40K,0
1637,50,F,3,Unknown,Single,Less than $40K,0
1638,36,F,4,High School,Single,Less than $40K,0
1639,37,M,5,Graduate,Married,$60K - $80K,0
1640,64,F,0,High School,Married,Less than $40K,0
1641,30,M,0,High School,Married,Less than $40K,0
1642,36,F,4,College,Single,Less than $40K,0
1643,59,F,0,Doctorate,Single,Less than $40K,0
